GHCNstationID,TMAX,WWhi,WWlo,TMIN,WWhi,WWlo,PRCP,WWhi,WWlo
RSM00025428,-9999,0,0,-9999,0,0,-9999,0,0
RSM00025503,-9999,0,0,-9999,0,0,-9999,0,0
RSM00025551,16,0,0,7,0,0,0,0,0
RSM00025563,9,0,1,7,0,0,13,3,0
RSM00025594,13,0,0,7,0,0,3.3,0,0
RSM00025621,-9999,0,0,-9999,0,0,-9999,0,0
RSM00025656,-9999,0,0,-9999,0,0,-9999,0,0
RSM00025677,-9999,0,0,-9999,0,0,-9999,0,0
RSM00025703,22,0,0,11,0,0,0,0,0
RSM00025705,22,0,0,11,0,0,0,0,0
RSM00025744,19,0,0,8,0,0,1.5,0,0
RSM00025777,-9999,0,0,-9999,0,0,-9999,0,0
RSM00025913,19,1,0,10,0,0,1.3,0,0
RSM00025927,-9999,0,0,-9999,0,0,-9999,0,0
RSM00025954,16,0,0,9,0,0,0,0,0
RSM00025956,-9999,0,0,-9999,0,0,-9999,0,0
RSM00026063,26,0,0,14,0,0,0,0,0
RSM00026094,24,0,0,13,0,0,0,0,0
RSM00026258,26,0,0,15,0,0,0.8,0,0
RSM00026275,24,0,0,14,0,0,0,0,0
RSM00026477,23,0,0,13,0,0,2.3,0,0
RSM00026702,22,0,0,14,0,0,0,0,0
RSM00026781,22,0,0,13,0,0,7.9,0,0
RSM00026898,25,0,0,14,0,0,0.8,0,0
RSM00026976,23,0,0,14,0,0,0.3,0,0
RSM00026997,25,0,0,14,0,0,0.8,0,0
RSM00027008,24,0,0,12,0,0,0,0,0
RSM00027037,24,0,0,9,0,0,0,0,0
RSM00027051,22,0,0,8,0,0,0,0,0
RSM00027066,20,0,0,10,0,0,0,0,0
RSM00027083,19,0,0,6,0,1,0,0,0
RSM00027199,20,0,0,7,0,2,0,0,0
RSM00027225,25,0,0,14,0,0,0,0,0
RSM00027277,21,0,0,6,0,3,0,0,0
RSM00027333,24,0,0,10,0,0,0,0,0
RSM00027459,24,0,0,10,0,1,0,0,0
RSM00027485,22,0,0,11,0,0,0,0,0
RSM00027509,25,0,0,16,0,0,1.8,0,0
RSM00027595,24,0,0,10,0,1,0,0,0
RSM00027612,26,0,0,14,0,0,1.3,0,0
RSM00027625,26,0,0,13,0,0,1.5,0,0
RSM00027648,25,0,0,12,0,0,0,0,0
RSM00027665,22,0,0,12,0,0,0,0,0
RSM00027675,23,0,0,9,0,1,0,0,0
RSM00027730,25,0,0,15,0,0,0.3,0,0
RSM00027823,25,0,0,14,0,0,8.1,1,0
RSM00027857,26,0,0,15,0,0,0,0,0
RSM00027947,27,0,0,16,0,0,0,0,0
RSM00027995,26,0,0,13,0,0,1,0,0
RSM00028009,19,0,0,3,0,3,0,0,0
RSM00028064,17,0,1,10,0,0,51.3,4,0
RSM00028138,23,0,0,7,0,0,0.3,0,0
RSM00028144,23,0,0,10,0,0,0,0,0
RSM00028224,19,0,0,7,0,1,0,0,0
RSM00028255,20,0,0,10,0,0,5.6,0,0
RSM00028275,32,2,0,11,0,0,7.4,0,0
RSM00028367,22,0,0,11,0,0,48.3,3,0
RSM00028411,22,0,0,9,0,1,0,0,0
RSM00028418,22,0,0,9,0,1,0,0,0
RSM00028419,23,0,0,9,0,0,0,0,0
RSM00028434,22,0,0,5,0,3,0,0,0
RSM00028440,21,0,0,9,0,0,0.3,0,0
RSM00028493,32,2,0,16,0,0,1.8,0,0
RSM00028537,24,0,0,7,0,1,0.3,0,0
RSM00028552,19,0,1,11,0,0,16.5,2,0
RSM00028573,30,1,0,11,0,0,1.5,0,0
RSM00028630,21,0,0,9,0,0,0.3,0,0
RSM00028661,21,0,0,12,0,0,16.8,2,0
RSM00028666,24,0,0,11,0,0,17,2,0
RSM00028698,29,0,0,16,0,0,0.5,0,0
RSM00028704,26,0,0,10,0,0,0,0,0
RSM00028719,24,0,0,9,0,0,0,0,0
RSM00028722,23,0,0,9,0,1,0,0,0
RSM00028748,21,0,0,12,0,0,10.9,1,0
RSM00028825,26,0,0,9,0,1,0,0,0
RSM00028833,24,0,0,9,0,0,0,0,0
RSM00028900,27,0,0,11,0,1,0,0,0
RSM00029023,30,1,0,16,0,0,0,0,0
RSM00029111,32,2,0,18,2,0,0,0,0
RSM00029231,28,0,0,15,0,0,0,0,0
RSM00029263,29,0,0,12,0,0,0,0,0
RSM00029282,26,0,0,9,0,0,0,0,0
RSM00029313,28,0,0,15,0,0,0,0,0
RSM00029328,31,2,0,14,0,0,0,0,0
RSM00029393,26,0,0,9,0,0,0,0,0
RSM00029418,32,3,0,15,0,0,0,0,0
RSM00029430,32,3,0,14,0,0,0,0,0
RSM00029467,29,0,0,13,0,0,0,0,0
RSM00029539,31,1,0,13,0,0,0,0,0
RSM00029557,30,2,0,14,0,0,0,0,0
RSM00029570,25,0,0,10,0,0,0,0,0
RSM00029594,25,0,0,7,0,1,0,0,0
RSM00029605,33,2,0,18,2,0,4.1,0,0
RSM00029612,30,0,0,18,2,0,0,0,0
RSM00029645,27,0,0,13,0,0,0,0,0
RSM00029698,24,0,0,5,0,2,0,0,0
RSM00029752,26,3,0,5,0,1,0,0,0
RSM00029789,20,0,0,4,0,0,0,0,0
RSM00029822,33,2,0,15,0,0,0,0,0
RSM00029838,32,2,0,17,0,0,0,0,0
RSM00029849,30,1,0,11,0,0,0,0,0
RSM00029862,27,0,0,12,0,0,0,0,0
RSM00029866,27,0,0,12,0,0,0,0,0
RSM00029915,35,2,0,20,2,0,3.6,0,0
RSM00029923,32,1,0,17,1,0,0,0,0
RSM00029939,35,3,0,14,0,0,0,0,0
RSM00029974,27,3,0,12,1,0,0,0,0
RSM00030028,-9999,0,0,-9999,0,0,-9999,0,0
RSM00030054,26,0,0,11,0,0,0.3,0,0
RSM00030089,-9999,0,0,-9999,0,0,-9999,0,0
RSM00030230,22,0,0,9,0,0,6.1,0,0
RSM00030253,25,0,0,11,0,0,0,0,0
RSM00030309,19,0,0,8,0,0,0.3,0,0
RSM00030328,20,0,0,6,0,1,2,0,0
RSM00030337,21,0,0,8,0,0,6.1,0,0
RSM00030372,22,0,0,9,0,0,14.5,2,0
RSM00030385,26,0,0,13,0,0,4.8,0,0
RSM00030393,28,0,0,14,0,0,1.3,0,0
RSM00030433,19,0,0,7,0,1,1.3,0,0
RSM00030471,27,0,0,7,0,0,7.9,0,0
RSM00030493,28,1,0,14,1,0,1.3,0,0
RSM00030504,24,0,0,6,0,1,0,0,0
RSM00030521,22,0,0,4,0,1,1,0,0
RSM00030554,21,0,0,6,0,0,9.7,0,0
RSM00030555,21,0,0,6,0,0,9.7,0,0
RSM00030612,25,0,0,8,0,1,0,0,0
RSM00030627,24,0,0,4,0,3,0,0,0
RSM00030635,21,0,0,6,0,1,0,0,0
RSM00030636,21,0,0,6,0,3,0,0,0
RSM00030650,24,0,0,7,0,0,0.3,0,0
RSM00030673,28,0,0,12,0,0,2,0,0
RSM00030692,32,2,0,16,1,0,7.4,0,0
RSM00030695,33,2,0,17,1,0,1.3,0,0
RSM00030703,26,0,0,7,0,0,0,0,0
RSM00030710,23,0,0,8,0,0,3,0,0
RSM00030745,25,0,0,7,0,0,0,0,0
RSM00030758,30,0,0,10,0,0,0,0,0
RSM00030777,29,0,0,16,0,0,1.8,0,0
RSM00030811,21,0,0,4,0,3,1.5,0,0
RSM00030815,20,0,0,6,0,0,1.5,0,0
RSM00030822,19,0,0,7,0,1,0,0,0
RSM00030823,25,0,0,8,0,1,0.3,0,0
RSM00030844,26,0,0,8,0,0,0,0,0
RSM00030859,30,0,0,15,0,0,1.3,0,0
RSM00030879,29,0,0,13,0,0,0.3,0,0
RSM00030925,26,0,0,13,0,0,0,0,0
RSM00030935,25,0,0,9,0,0,0.3,0,0
RSM00030949,27,0,0,13,0,0,0.8,0,0
RSM00030965,30,0,0,20,3,0,3.3,0,0
RSM00031004,27,0,0,14,0,0,0,0,0
RSM00031026,30,0,0,12,0,0,0,0,0
RSM00031062,-9999,0,0,-9999,0,0,-9999,0,0
RSM00031088,18,0,0,9,0,0,0,0,0
RSM00031152,27,0,0,12,0,0,0,0,0
RSM00031168,18,0,0,14,3,0,0.8,0,0
RSM00031174,17,0,0,14,3,0,0,0,0
RSM00031253,30,0,0,15,0,0,3.8,0,0
RSM00031329,27,0,0,10,0,0,0,0,0
RSM00031369,22,0,0,11,0,0,0,0,0
RSM00031371,33,2,0,17,0,0,0,0,0
RSM00031388,32,3,0,14,0,0,0,0,0
RSM00031416,30,0,0,15,0,0,0,0,0
RSM00031439,22,0,0,11,0,0,0,0,0
RSM00031443,35,3,0,19,1,0,0,0,0
RSM00031459,34,3,0,17,1,0,0,0,0
RSM00031510,34,3,0,17,0,0,0,0,0
RSM00031532,31,0,0,12,0,0,0.3,0,0
RSM00031538,32,2,0,13,0,0,0.3,0,0
RSM00031594,35,3,0,15,0,0,0.3,0,0
RSM00031707,33,3,0,15,0,0,0.5,0,0
RSM00031725,26,0,0,15,0,0,7.6,0,0
RSM00031733,26,0,0,15,0,0,7.6,0,0
RSM00031735,26,0,0,15,0,0,7.6,0,0
RSM00031770,19,0,0,14,2,0,3.8,0,0
RSM00031788,31,1,0,16,0,0,0.8,0,0
RSM00031829,20,0,0,12,0,0,11.9,1,0
RSM00031845,30,0,0,15,0,0,2.8,0,0
RSM00031873,29,0,0,17,0,0,0,0,0
RSM00031909,27,1,0,13,0,0,0,0,0
RSM00031915,29,0,0,14,0,0,0.5,0,0
RSM00031931,30,0,0,18,0,0,0,0,0
RSM00031959,25,0,0,15,0,0,0.5,0,0
RSM00031960,27,1,0,16,0,0,0,0,0
RSM00031961,31,1,0,14,0,0,0,0,0
RSM00031969,25,0,0,15,0,0,0,0,0
RSM00032027,23,3,0,12,0,0,0,0,0
RSM00032053,20,0,0,7,0,0,0,0,0
RSM00032061,20,0,0,12,0,0,0,0,0
RSM00032071,20,0,0,12,0,0,0,0,0
RSM00032076,14,0,0,12,2,0,0.8,0,0
RSM00032088,19,0,0,11,0,0,1.5,0,0
RSM00032098,19,0,0,11,0,0,1.5,0,0
RSM00032121,19,0,0,14,0,0,3.8,0,0
RSM00032150,27,1,0,11,0,0,1,0,0
RSM00032165,26,3,0,15,3,0,0,0,0
RSM00032252,-9999,0,0,-9999,0,0,-9999,0,0
RSM00032287,-9999,0,0,-9999,0,0,-9999,0,0
RSM00032389,17,0,0,8,0,0,23.1,3,0
RSM00032411,11,0,0,8,0,0,1.8,0,0
RSM00032509,16,0,0,9,0,0,3,0,0
RSM00032539,21,0,0,9,0,0,0,0,0
RSM00032540,21,0,0,10,0,0,0.3,0,0
RSM00032618,11,0,0,10,3,0,0.5,0,0
RSM00034003,28,0,0,15,0,0,9.9,1,0
RSM00034009,28,0,0,15,0,0,9.9,1,0
RSM00034110,28,0,0,15,0,0,9.9,1,0
RSM00034123,30,0,0,14,0,0,1.5,0,0
RSM00034139,31,0,0,18,0,0,1.8,0,0
RSM00034152,28,0,0,17,0,0,0,0,0
RSM00034163,27,0,0,16,0,0,0,0,0
RSM00034172,27,0,0,16,0,0,0,0,0
RSM00034186,28,0,0,14,0,0,0,0,0
RSM00034202,29,0,0,16,0,0,3.6,0,0
RSM00034240,30,0,0,18,0,0,1,0,0
RSM00034321,29,0,0,16,0,0,3.6,0,0
RSM00034356,31,0,0,20,0,0,0,0,0
RSM00034391,30,0,0,15,0,0,0,0,0
RSM00034432,30,0,0,17,0,0,1.3,0,0
RSM00034476,33,0,0,20,0,0,0,0,0
RSM00034579,33,0,0,20,0,0,0,0,0
RSM00034646,33,0,0,20,0,0,0,0,0
RSM00034720,33,1,0,21,0,0,0,0,0
RSM00034730,33,0,0,21,1,0,0,0,0
RSM00034747,33,0,0,22,3,0,0,0,0
RSM00034759,34,0,0,23,3,0,0,0,0
RSM00034824,31,0,0,23,1,0,0,0,0
RSM00034861,34,0,0,23,2,0,0,0,0
RSM00034866,34,0,0,23,2,0,0,0,0
RSM00034880,36,1,0,21,0,0,0,0,0
RSM00034927,33,0,0,21,1,0,0,0,0
RSM00034984,36,2,0,21,0,0,0,0,0
RSM00035007,30,0,0,12,0,0,0,0,0
RSM00035011,27,0,0,12,0,0,0,0,0
RSM00035026,26,0,0,9,0,0,0,0,0
RSM00035041,24,0,0,9,0,0,0,0,0
RSM00035121,29,0,0,12,0,0,0,0,0
RSM00035127,29,0,0,12,0,0,0,0,0
RSM00036034,36,3,0,18,1,0,0.8,0,0
RSM00036038,33,2,0,16,0,0,0,0,0
RSM00036103,29,1,0,11,0,0,0,0,0
RSM00036259,24,0,0,10,0,0,0,0,0
RSM00036442,30,4,0,13,3,0,0,0,0
RSM00037018,28,0,0,17,0,0,0,0,0
RSM00037031,31,0,0,20,1,0,0,0,0
RSM00037050,33,2,0,17,0,0,0,0,0
RSM00037054,33,0,0,17,0,0,0,0,0
RSM00037061,35,0,0,21,1,0,0,0,0
RSM00037099,28,0,0,17,0,0,0,0,0
RSM00037235,31,0,0,17,0,0,0,0,0
RSM00037244,34,0,0,21,0,0,0,0,0
RSM00037470,28,0,0,23,0,0,1,1,0
RSM00037471,34,2,0,21,1,0,0,0,0
RSM00037472,34,3,0,21,0,0,0,0,0
RSM00037663,22,0,0,10,0,3,0,0,0
RSM00020289,-9999,0,0,-9999,0,0,-9999,0,0
RSM00022003,15,0,0,8,0,0,4.6,0,0
RSM00022019,17,0,0,6,0,0,3.6,0,0
RSM00022095,-9999,0,0,-9999,0,0,-9999,0,0
RSM00022140,20,0,0,7,0,0,0.3,0,0
RSM00022355,12,0,0,9,1,0,0,0,0
RSM00023220,17,0,0,4,0,0,0,0,0
RSM00023345,23,0,0,14,0,0,7.6,1,0
RSM00023365,-9999,0,0,-9999,0,0,-9999,0,0
RSM00023514,16,0,0,9,0,0,0.5,0,0
RSM00023589,-9999,0,0,-9999,0,0,-9999,0,0
RSM00023656,-9999,0,0,-9999,0,0,-9999,0,0
RSM00023662,-9999,0,0,-9999,0,0,-9999,0,0
RSM00023904,19,0,0,6,0,1,0,0,0
RSM00023946,29,0,0,17,1,0,6.6,0,0
RSM00023986,30,3,0,14,0,0,0,0,0
RSM00024076,-9999,0,0,-9999,0,0,-9999,0,0
RSM00024538,25,0,0,12,0,0,3,0,0
RSM00024606,-9999,0,0,-9999,0,0,-9999,0,0
RSM00024643,28,0,0,12,0,0,0,0,0
RSM00024661,30,1,0,13,0,0,0,0,0
RSM00024679,-9999,0,0,-9999,0,0,-9999,0,0
RSM00024713,21,0,0,12,0,0,9.7,2,0
RSM00024790,-9999,0,0,-9999,0,0,-9999,0,0
RSM00024802,20,0,0,10,0,0,2,0,0
RSM00024967,29,0,0,12,0,0,0,0,0
RSM00025042,14,0,0,7,1,0,0.3,0,0
RSM00025138,15,0,0,6,0,0,0.5,0,0
RSM00025356,-9999,0,0,-9999,0,0,-9999,0,0
RSM00025912,19,1,0,10,0,0,1.3,0,0
RSM00025932,-9999,0,0,-9999,0,0,-9999,0,0
RSM00026499,22,0,0,14,0,0,0,0,0
RSM00027208,23,0,0,14,0,0,0,0,0
RSM00027296,20,0,0,7,0,2,0,0,0
RSM00027872,23,0,0,9,0,1,0,0,0
RSM00028312,19,0,0,7,0,1,0,0,0
RSM00028402,19,0,1,7,0,3,0,0,0
RSM00028561,22,0,0,11,0,0,48.3,4,0
RSM00028802,27,0,0,11,0,0,0,0,0
RSM00028823,26,0,0,9,0,0,0,0,0
RSM00028895,33,2,0,17,0,0,2.8,0,0
RSM00029348,31,2,0,15,0,0,0,0,0
RSM00029541,32,3,0,14,0,0,0,0,0
RSM00029638,29,0,0,16,0,0,0,0,0
RSM00029664,25,0,0,10,0,0,0,0,0
RSM00029858,29,0,0,8,0,0,0,0,0
RSM00030219,20,0,0,6,0,0,2,0,0
RSM00030437,21,0,0,8,0,0,6.1,0,0
RSM00030484,26,0,0,13,0,0,4.8,0,0
RSM00030536,22,0,0,4,0,0,0,0,0
RSM00030565,27,0,0,7,0,0,7.9,0,0
RSM00030632,15,0,0,8,0,0,8.1,1,0
RSM00030727,23,0,0,8,0,0,3,0,0
RSM00030915,24,0,0,7,0,0,3,0,0
RSM00030954,28,0,0,19,3,0,0.5,0,0
RSM00031092,19,0,0,10,0,0,1.3,0,0
RSM00031102,27,2,0,14,3,0,0,0,0
RSM00031235,17,0,0,14,2,0,0,0,0
RSM00031285,17,0,0,14,1,0,0,0,0
RSM00031436,23,1,0,12,0,0,0,0,0
RSM00031562,28,0,0,12,0,0,4.6,0,0
RSM00031586,33,3,0,15,0,0,0,0,0
RSM00031895,25,0,0,15,0,0,0.5,0,0
RSM00032014,23,0,0,10,0,0,0,0,0
RSM00032099,19,3,0,11,2,0,1.5,0,0
RSM00032145,24,2,0,10,0,0,0.8,0,0
RSM00032149,24,3,0,16,3,0,0,0,0
RSM00032174,-9999,0,0,-9999,0,0,-9999,0,0
RSM00032363,17,0,0,8,0,0,23.1,3,0
RSM00032477,11,0,2,8,0,0,1.8,0,0
RSM00034289,30,0,0,15,0,0,0,0,0
RSM00034740,33,0,0,22,2,0,0,0,0
RSM00036045,30,0,0,13,0,0,0,0,0
RSM00036064,32,3,0,13,0,0,0,0,0
RSM00036096,29,0,0,11,0,0,0,0,0
RSM00036229,30,2,0,13,1,0,0,0,0
RSM00036307,25,0,0,9,0,0,0,0,0
RSM00037075,34,0,0,22,0,0,0,0,0
RSM00037107,28,0,0,17,0,0,0,0,0
RSM00037461,24,4,0,9,0,0,0.5,0,0
SF000068296,24,0,0,12,1,0,0,0,0
SF000068438,19,0,0,4,0,0,0,0,0
SF000068496,22,0,0,17,2,0,2,0,0
SF000068712,18,0,0,7,0,1,1.3,0,0
SF000068858,16,0,1,14,1,0,8.1,2,0
SF000068920,17,0,0,13,0,0,3.8,0,0
SF000068994,5,0,0,2,0,0,1.5,0,0
SF000175820,16,0,0,11,0,0,5.3,0,0
SF002394820,17,0,0,8,2,0,1.3,1,0
SF003174470,25,1,0,8,0,0,0,0,0
SF006778340,20,0,0,4,0,0,0,0,0
SIE00105938,8,0,0,4,0,0,0,0,0
SIE00115016,27,3,0,14,0,0,0,0,0
SIE00115066,25,0,0,11,0,0,0,0,0
SIE00115136,26,0,0,12,0,0,1.3,0,0
SIE00115206,26,0,0,8,0,0,0,0,0
SIM00014015,29,0,0,16,0,0,0,0,0
SP000003195,34,0,0,22,2,0,0,0,0
SP000004452,33,0,0,18,0,0,0,0,0
SP000006155,32,0,0,19,0,0,0,0,0
SP000007038,31,0,0,22,0,0,0,0,0
SP000008027,26,1,0,19,2,0,3.6,0,0
SP000008181,30,0,0,21,1,0,0,0,0
SP000008202,34,0,0,14,0,0,0.3,1,0
SP000008215,30,4,0,17,2,0,0,0,0
SP000008280,34,0,0,15,0,0,0,0,0
SP000008416,30,0,0,20,0,0,0,0,0
SP000009434,34,0,0,22,3,0,10.2,3,0
SP000009981,31,0,0,20,0,0,0,0,0
SP000060010,23,0,0,19,4,0,0,0,0
SPE00101043,30,0,0,20,0,0,0,0,0
SPE00119711,24,0,0,18,3,0,0.5,0,0
SPE00119729,31,1,0,16,2,0,1.3,0,0
SPE00119891,30,0,0,23,2,0,0,0,0
SPE00119909,27,0,0,13,0,0,0.3,0,0
SPE00119936,25,0,0,21,0,0,0,0,0
SPE00119945,32,0,0,18,0,0,0,0,0
SPE00119963,29,1,0,21,0,0,0,0,0
SPE00119972,22,0,0,18,0,0,0,0,0
SPE00120062,31,0,0,16,0,0,0.3,1,0
SPE00120098,33,0,0,17,0,0,0,0,0
SPE00120125,29,0,0,16,3,0,0.5,0,0
SPE00120134,25,0,0,18,0,0,2.8,0,0
SPE00120161,35,1,0,19,0,0,1,1,0
SPE00120188,33,0,0,18,0,0,2.3,1,0
SPE00120215,24,0,2,21,0,0,0,0,0
SPE00120224,29,0,0,14,0,0,1,1,0
SPE00120233,31,0,0,16,0,0,0.5,0,0
SPE00120278,36,0,0,20,2,0,0,0,0
SPE00120287,36,0,0,20,0,0,0,0,0
SPE00120296,36,0,0,20,0,0,0,0,0
SPE00120332,34,0,0,20,0,0,0,0,0
SPE00120341,31,0,0,21,0,0,0,0,0
SPE00120413,31,1,0,19,2,0,0.3,0,0
SPE00120458,26,0,0,20,0,0,0,0,0
SPE00120503,34,0,0,16,0,0,0,0,0
SPE00120512,32,0,0,18,0,0,0,0,0
SPE00120521,32,0,0,13,0,0,18.3,3,0
SPE00120530,31,0,0,21,1,0,1,1,0
SPE00120602,29,0,0,15,0,0,6.1,2,0
SPE00120611,28,0,0,19,2,0,0.3,0,0
SPE00120620,34,0,0,14,0,0,0.3,1,0
SPE00120629,29,0,0,17,0,0,2,1,0
SPW00013025,25,0,0,21,0,0,0,0,0
SU000062640,41,0,0,27,0,0,0,0,0
SU000062730,37,0,0,27,2,0,1.5,0,0
SV000020107,10,0,0,4,0,0,0,0,0
SW000002080,13,0,0,7,0,0,12.4,2,0
SW000002120,12,0,2,6,0,0,0,0,0
SW000002127,14,0,1,8,0,0,0,0,0
SW000002196,17,0,0,11,0,0,0.3,0,0
SW000002288,18,0,0,11,0,0,0,0,0
SW000002361,19,0,0,9,0,0,0,0,0
SW000002410,19,0,0,8,0,0,0.5,0,0
SW000002485,19,0,0,12,0,0,0.8,0,0
SW000002512,21,0,0,12,0,0,0.3,0,0
SW000002584,21,0,0,12,0,0,0.3,0,0
SW000002590,23,0,0,13,0,0,0.3,0,0
SW000006452,21,0,0,10,0,0,2.3,0,0
SW000008525,19,0,0,8,0,1,1.3,0,0
SW000010537,21,0,0,8,0,0,0.5,0,0
SW000024180,20,0,0,9,0,0,3.3,0,0
SWE00115816,20,0,0,14,0,0,0,0,0
SWE00115836,25,0,0,10,0,0,0.5,0,0
SWE00115841,21,0,0,12,0,0,0.3,0,0
SWE00115881,17,0,0,10,0,0,2.8,0,0
SWE00115916,19,0,0,12,0,0,0.8,0,0
SWE00115921,17,0,0,12,0,0,5.3,1,0
SWE00115956,18,0,0,10,0,0,0,0,0
SWE00115961,19,0,0,9,0,0,0,0,0
SWE00116001,12,0,1,6,0,0,2.5,0,0
SWE00116031,18,0,0,12,0,0,0.5,0,0
SWE00116041,14,0,0,7,0,0,0,0,0
SWE00116061,17,0,0,9,0,0,5.6,0,0
SZ000001940,27,0,0,15,0,0,0,0,0
SZ000002220,9,0,0,1,0,0,0,0,0
SZ000003700,28,0,0,14,0,0,0,0,0
SZ000009480,30,0,0,16,0,0,0,0,0
TH000048379,33,0,0,25,2,0,11.9,0,0
TH000048400,34,0,0,25,0,0,7.9,0,0
TH000048407,33,0,0,25,0,0,9.9,0,0
TH000048430,33,0,0,26,2,0,0,0,0
TH000048431,34,0,0,25,2,0,1,0,0
TH000048432,34,0,0,25,1,0,5.8,0,0
TH000048455,33,0,0,26,0,0,0,0,0
TH000048456,33,0,0,26,0,0,0,0,0
TH000048462,34,0,0,24,0,0,1,0,0
TH000048477,32,0,0,26,0,0,2,0,0
TH000048480,32,0,0,26,1,0,5.1,0,0
TH000048517,31,0,0,25,3,0,2.3,0,0
TH000048568,33,0,0,25,1,0,2,0,0
TI000038599,34,0,0,21,0,0,2,3,0
TI000038836,36,0,0,22,1,0,0,0,0
TI000038933,36,0,0,22,0,0,0,0,0
TI000038954,28,0,0,8,0,3,0.3,1,0
TU000017040,26,0,0,22,2,0,0,0,0
TX000038507,34,0,0,23,0,0,0,0,0
TX000038687,36,0,0,22,0,0,0,0,0
TX000038750,33,0,0,22,0,0,0,0,0
TX000038763,36,0,0,27,0,0,0,0,0
TX000038880,37,0,0,25,0,0,0,0,0
TX000038895,38,0,0,24,0,0,0.3,3,0
TX000038974,38,0,0,24,0,0,0,0,0
TX000038987,37,0,0,22,0,0,0,0,0
UK000003005,14,0,0,10,0,0,0,0,0
UK000003026,18,0,0,11,0,0,1,0,0
UK000003162,22,0,0,10,0,0,0,0,0
UK000003377,22,0,0,12,0,0,0,0,0
UK000047811,23,0,0,9,0,0,0,0,0
UK000056225,26,0,0,12,0,0,0,0,0
UK000070765,20,2,0,12,1,0,0,0,0
UPM00033317,21,0,0,12,0,0,4.6,0,0
UPM00033345,23,0,0,13,0,0,7.6,0,0
UPM00033377,24,0,0,14,0,0,0.5,0,0
UPM00033393,20,0,0,13,0,0,9.9,1,0
UPM00033506,27,0,0,16,0,0,4.6,1,0
UPM00033562,19,0,1,13,0,0,3.8,0,0
UPM00033587,24,0,0,12,0,0,4.8,0,0
UPM00033631,23,0,0,13,0,0,2.3,0,0
UPM00033658,22,0,0,14,0,0,3,0,0
UPM00033837,27,0,0,17,0,0,1,0,0
UPM00033846,27,0,0,15,0,0,1.5,0,0
UPM00033889,27,0,0,16,0,0,2,0,0
UPM00033910,29,0,0,20,0,0,0,0,0
UPM00033915,32,0,0,18,0,0,0.3,0,0
UPM00033946,30,0,0,18,1,0,3.6,1,0
UPM00033976,30,0,0,22,0,0,0.3,0,0
UPM00033983,30,0,0,18,0,0,0.3,0,0
UPM00033999,30,4,0,18,3,0,3.6,0,0
UPM00034300,29,0,0,16,0,0,3.6,0,0
UPM00034523,30,0,0,17,0,0,1.3,0,0
UPM00034524,30,0,0,17,0,0,0.3,0,0
USC00010252,29,0,1,23,1,0,3.8,0,0
USC00010583,30,0,0,23,0,0,3,0,0
USC00010655,30,0,0,21,0,0,0,0,0
USC00011084,29,0,2,22,0,0,3,0,0
USC00011324,31,0,0,24,3,0,4.3,0,0
USC00011566,29,0,2,23,1,0,3,0,0
USC00011620,31,0,0,22,0,0,3.6,0,0
USC00011694,30,0,0,23,2,0,4.1,0,0
USC00011725,32,0,0,22,0,0,6.3,0,0
USC00012245,29,0,2,23,2,0,2,0,0
USC00012758,31,0,0,22,0,0,4.1,0,0
USC00012813,29,0,1,24,0,0,3,0,0
USC00012840,31,0,0,20,0,0,0.3,0,0
USC00012883,32,0,0,21,0,0,1.8,0,0
USC00013105,31,0,0,22,0,0,4.1,0,0
USC00013154,30,0,0,21,0,0,6.6,0,0
USC00013160,30,0,0,22,0,0,2,0,0
USC00013511,29,0,1,23,0,0,2,0,0
USC00013519,29,0,1,22,0,0,3.8,0,0
USC00013620,29,0,0,21,0,0,2.5,0,0
USC00013761,32,0,0,22,0,0,14.5,0,0
USC00013816,30,0,0,22,0,0,7.1,0,0
USC00014502,28,0,2,22,1,0,8.4,0,0
USC00014798,30,0,1,22,0,0,2,0,0
USC00015121,31,0,0,23,2,0,2,0,0
USC00015140,29,0,1,21,0,0,5.1,0,0
USC00015635,30,0,0,21,0,0,0,0,0
USC00016121,28,0,1,21,0,0,4.3,0,0
USC00016129,31,0,0,22,1,0,9.4,0,0
USC00016478,30,0,0,21,0,0,3.8,0,0
USC00016988,28,0,2,22,0,0,2.5,0,0
USC00017020,31,0,0,24,3,0,4.3,0,0
USC00017025,29,0,1,21,0,0,6.1,0,0
USC00017157,30,0,0,22,2,0,0.3,0,0
USC00017207,28,0,0,21,0,0,2.5,0,0
USC00017304,30,0,0,21,0,0,1.3,0,0
USC00017366,32,0,0,23,0,0,4.6,0,0
USC00018024,31,0,0,22,0,0,3.6,0,0
USC00018178,31,0,0,22,0,0,4.1,0,0
USC00018323,30,0,0,22,0,0,7.1,0,0
USC00018380,31,0,0,22,0,0,2,0,0
USC00018438,30,0,0,22,0,0,7.1,0,0
USC00018469,28,0,0,21,0,0,3.8,0,0
USC00018517,32,0,0,21,0,0,1.8,0,0
USC00018859,32,0,0,21,0,0,4.6,0,0
USC00018867,29,0,2,23,2,0,3,0,0
USC00020060,40,0,0,29,3,0,0,0,0
USC00020080,41,0,0,31,3,0,0,0,0
USC00020159,25,0,0,14,3,0,1.3,0,0
USC00020287,39,0,0,27,3,0,0,0,0
USC00020309,37,0,0,21,0,0,0,0,0
USC00020586,34,0,0,22,0,0,3.8,1,0
USC00020632,41,0,0,31,3,0,1.5,1,0
