GHCNstationID,TMAX,WWhi,WWlo,TMIN,WWhi,WWlo,PRCP,WWhi,WWlo
USC00140693,36,0,0,19,0,0,0,0,0
USC00140865,37,0,0,19,0,0,0,0,0
USC00141179,31,0,0,19,0,0,0,0,0
USC00141408,31,0,0,19,0,0,0,0,0
USC00141435,33,0,0,19,0,0,0,0,0
USC00141522,33,0,0,20,0,0,0,0,0
USC00141559,33,0,0,18,0,0,0,0,0
USC00141699,38,0,0,18,0,0,0,0,0
USC00141704,36,0,0,19,0,0,0,0,0
USC00141740,33,0,0,20,0,0,0,0,0
USC00141858,33,0,0,19,0,0,0,0,0
USC00142401,33,0,0,19,0,0,0,0,0
USC00142432,37,0,0,16,0,0,0.3,0,0
USC00142459,33,0,0,19,0,0,0,0,0
USC00142602,31,0,0,19,0,0,0,0,0
USC00142622,33,0,0,21,0,0,0,0,0
USC00142686,33,0,0,21,0,0,0,0,0
USC00142773,31,0,0,19,0,0,0,0,0
USC00142835,31,0,0,20,0,0,0,0,0
USC00142894,33,0,0,21,0,0,0,0,0
USC00142980,36,0,0,19,0,0,0,0,0
USC00143008,31,0,0,18,0,0,0.5,0,0
USC00143218,36,0,0,19,0,0,0,0,0
USC00143239,36,0,0,18,0,0,0,0,0
USC00143527,36,0,0,18,0,0,0,0,0
USC00143554,37,0,0,17,0,0,0,0,0
USC00143594,32,0,0,18,0,0,0,0,0
USC00143759,32,0,0,16,0,0,0,0,0
USC00143810,30,0,0,19,0,0,0,0,0
USC00143822,33,0,0,21,0,0,0,0,0
USC00143837,37,0,0,19,0,0,0,0,0
USC00143847,36,0,0,19,0,0,0,0,0
USC00143855,36,0,0,18,0,0,0.3,0,0
USC00143930,33,0,0,19,0,0,0,0,0
USC00143954,32,0,0,20,0,0,0,0,0
USC00143984,32,0,0,21,0,0,0,0,0
USC00144178,33,0,0,19,0,0,0,0,0
USC00144313,34,0,0,19,0,0,0,0,0
USC00144333,36,0,0,18,0,0,0,0,0
USC00144357,37,0,0,19,0,0,0,0,0
USC00144464,33,0,0,16,0,0,0,0,0
USC00144530,37,0,0,19,0,0,0,0,0
USC00144559,31,0,0,21,0,0,0,0,0
USC00144588,31,0,0,22,0,0,0,0,0
USC00144665,36,0,0,17,0,0,0.3,0,0
USC00144695,36,0,0,18,0,0,0.3,0,0
USC00144712,36,0,0,19,0,0,0,0,0
USC00144857,31,0,0,19,0,0,0,0,0
USC00144972,32,0,0,17,0,0,0,0,0
USC00144982,34,0,0,18,0,0,0,0,0
USC00145063,32,0,0,19,0,0,0,0,0
USC00145127,36,0,0,15,0,0,0.3,0,0
USC00145152,32,0,0,19,0,0,0,0,0
USC00145171,36,0,0,18,0,0,0.3,0,0
USC00145173,36,0,0,19,0,0,0,0,0
USC00145363,34,0,0,19,0,0,0,0,0
USC00145528,31,0,0,19,0,0,0.5,0,0
USC00145536,33,0,0,19,0,0,0,0,0
USC00145692,36,0,0,18,0,0,0,0,0
USC00145744,31,0,0,17,0,0,0,0,0
USC00145856,37,0,0,19,0,0,0,0,0
USC00145870,34,0,0,19,0,0,0,0,0
USC00145888,37,0,0,16,0,0,0,0,0
USC00145906,38,0,0,17,0,0,0,0,0
USC00145972,29,0,0,19,0,0,0.5,0,0
USC00146076,30,0,0,17,0,0,0,0,0
USC00146100,31,0,0,19,0,0,0,0,0
USC00146128,30,0,0,18,0,0,0,0,0
USC00146209,30,0,0,19,0,0,0.5,0,0
USC00146242,34,0,0,21,0,0,0,0,0
USC00146374,37,0,0,19,0,0,0,0,0
USC00146435,37,0,0,19,0,0,0,0,0
USC00146549,35,0,0,19,0,0,0,0,0
USC00146637,38,0,0,19,0,0,0,0,0
USC00146808,37,0,0,16,0,0,0.3,0,0
USC00147049,37,0,0,16,0,0,0,0,0
USC00147093,36,0,0,15,0,0,0.3,0,0
USC00147271,37,0,0,17,0,0,0,0,0
USC00147305,33,0,0,19,0,0,0,0,0
USC00147397,39,0,0,17,0,0,0.5,0,0
USC00147542,37,0,0,18,0,0,0,0,0
USC00147796,34,0,0,19,0,0,0,0,0
USC00147922,37,0,0,18,0,0,0,0,0
USC00148038,36,0,0,18,0,0,0.8,0,0
USC00148191,32,0,0,19,0,0,0,0,0
USC00148235,35,0,0,15,0,0,0.3,0,0
USC00148250,30,0,0,19,0,0,0,0,0
USC00148287,33,0,0,16,0,0,0,0,0
USC00148495,38,0,0,19,0,0,0,0,0
USC00148563,31,0,0,19,0,0,0,0,0
USC00148578,32,0,0,18,0,0,0,0,0
USC00148648,37,0,0,19,0,0,0,0,0
USC00148670,34,0,0,19,0,0,0,0,0
USC00148964,33,0,0,20,0,0,0,0,0
USC00149080,32,0,0,19,0,0,0,0,0
USC00150254,33,0,0,22,1,0,0,0,0
USC00150381,31,0,0,20,0,0,2.3,0,0
USC00150397,31,0,0,22,1,0,0.8,0,0
USC00150450,31,0,0,19,0,0,2,0,0
USC00150490,32,0,0,23,1,0,1,0,0
USC00150619,30,0,0,21,0,0,1.3,0,0
USC00151256,29,0,0,21,0,0,3.6,0,0
USC00151345,30,0,0,21,0,0,0,0,0
USC00152040,31,0,0,21,0,0,1.3,0,0
USC00152214,31,0,0,21,0,0,1.3,0,0
USC00152775,30,0,0,21,1,0,0.3,0,0
USC00152791,31,0,0,22,2,0,1.3,0,0
USC00153028,30,0,0,21,0,0,0.8,0,0
USC00153246,32,0,0,21,0,0,1,0,0
USC00153295,31,0,0,22,0,0,0,0,0
USC00153430,29,0,0,21,0,0,3.6,0,0
USC00153741,32,0,0,21,1,0,1.3,0,0
USC00153762,30,0,0,21,0,0,3.8,0,0
USC00153994,32,0,0,21,0,0,0,0,0
USC00154703,34,0,0,19,0,0,2.8,0,0
USC00154967,32,0,0,21,0,0,0.3,0,0
USC00155067,31,0,0,21,0,0,1.3,0,0
USC00155097,30,0,0,21,0,0,0.8,0,0
USC00155111,31,0,0,20,0,0,2.3,0,0
USC00155243,30,0,0,21,0,0,0.3,0,0
USC00155389,30,0,0,20,0,0,2,0,0
USC00155524,29,0,0,20,0,0,6.6,0,0
USC00155640,31,0,0,22,1,0,1.3,0,0
USC00155648,30,0,0,20,0,0,2.8,0,0
USC00155694,31,0,0,21,0,0,0,0,0
USC00156091,32,0,0,23,1,0,1,0,0
USC00157049,29,0,0,20,0,0,0.5,0,0
USC00157215,32,0,0,20,0,0,0.8,0,0
USC00157324,32,0,0,20,0,0,0.5,0,0
USC00157510,32,0,0,21,0,0,3,0,0
USC00157800,32,0,0,21,0,0,1.5,0,0
USC00158551,29,0,0,21,3,0,2.3,0,0
USC00158709,30,0,0,20,0,0,2,0,0
USC00158714,30,0,0,21,0,0,0.3,0,0
USC00160098,34,0,0,21,0,0,0,0,0
USC00160205,33,0,0,23,1,0,4.6,0,0
USC00160349,34,0,0,21,0,0,0.5,0,0
USC00160537,36,0,0,23,0,0,0.8,0,0
USC00160555,33,0,0,23,0,0,4.1,0,0
USC00160945,32,0,0,23,0,0,3,0,0
USC00161287,34,0,0,22,0,0,0,0,0
USC00161411,35,0,0,22,0,0,1.8,0,0
USC00161565,31,0,0,24,0,0,4.8,0,0
USC00162151,33,0,0,21,0,0,4.1,0,0
USC00162212,34,0,0,23,0,0,1.5,0,0
USC00162361,34,0,0,24,2,0,1,0,0
USC00162367,33,0,0,22,0,0,0.5,0,0
USC00162534,33,0,0,23,0,0,4.1,0,0
USC00162800,34,0,0,22,0,0,0,0,0
USC00163079,35,0,0,22,0,0,1.8,0,0
USC00163313,33,0,0,23,0,0,0.8,0,0
USC00163327,33,0,0,22,0,0,4.6,0,0
USC00163800,35,0,0,23,0,0,1.8,0,0
USC00163979,31,0,0,26,1,0,0.5,0,0
USC00164355,34,0,0,19,0,0,0.5,0,0
USC00164407,32,0,0,23,0,0,0,0,0
USC00164674,33,0,0,24,1,0,1,0,0
USC00164700,34,0,0,23,0,0,0.5,0,0
USC00165065,34,0,0,23,0,0,0.5,0,0
USC00165090,33,0,0,23,0,0,0.8,0,0
USC00165266,34,0,0,22,0,0,0,0,0
USC00165892,35,0,0,21,0,0,0.5,0,0
USC00166244,34,0,0,22,0,0,0.3,0,0
USC00166394,32,0,0,25,2,0,0.8,0,0
USC00166582,34,0,0,21,0,0,0.5,0,0
USC00166657,33,0,0,24,0,0,1,0,0
USC00166686,35,0,0,22,0,0,3.6,0,0
USC00166938,34,0,0,21,0,0,1,0,0
USC00167344,35,0,0,22,0,0,0.5,0,0
USC00167767,32,0,0,25,2,0,2.5,0,0
USC00168067,33,0,0,21,0,0,1,0,0
USC00168163,31,0,0,21,0,0,0.8,0,0
USC00168539,31,0,0,23,0,0,2.5,0,0
USC00168923,32,0,0,21,0,0,1.3,0,0
USC00169803,34,0,0,22,0,0,0.5,0,0
USC00169806,33,0,0,22,0,0,2,0,0
USC00170480,29,0,0,16,0,0,0,0,0
USC00170814,28,0,0,19,3,0,0,0,0
USC00170844,29,0,0,16,0,0,0,0,0
USC00171628,31,0,0,15,0,0,0,0,0
USC00172426,28,1,0,18,3,0,0,0,0
USC00172765,30,0,0,16,0,0,0,0,0
USC00172878,29,0,0,19,2,0,0,0,0
USC00173046,30,0,0,17,0,0,0,0,0
USC00173353,28,0,0,19,3,0,0,0,0
USC00174086,30,1,0,17,1,0,0,0,0
USC00174183,27,0,0,18,3,0,0,0,0
USC00174566,29,0,0,16,0,0,0,0,0
USC00174781,28,0,0,19,3,0,0,0,0
USC00174927,30,0,0,17,0,0,0,0,0
USC00175261,28,0,0,16,0,0,0,0,0
USC00175304,31,0,0,16,0,0,0,0,0
USC00176430,31,0,0,19,2,0,0,0,0
USC00176937,31,1,0,19,2,0,0,0,0
USC00177174,31,1,0,16,0,0,0,0,0
USC00177325,28,0,0,15,0,0,0,0,0
USC00177479,29,0,0,18,0,0,0,0,0
USC00178398,30,0,0,19,2,0,0,0,0
USC00179151,29,0,0,18,0,0,0,0,0
USC00179314,29,0,0,17,0,0,0,0,0
USC00179891,31,0,0,19,3,0,0,0,0
USC00180700,30,0,0,23,2,0,0,0,0
USC00180732,29,0,0,22,1,0,0,0,0
USC00181032,32,0,0,21,0,0,0,0,0
USC00181385,32,0,0,23,0,0,0,0,0
USC00181750,31,0,0,22,0,0,3.6,0,0
USC00181995,31,0,0,24,2,0,0,0,0
USC00182060,31,0,0,24,3,0,0,0,0
USC00182325,32,0,0,22,0,0,0,0,0
USC00182700,32,0,0,23,1,0,3,0,0
USC00182906,33,0,0,25,3,0,0.3,0,0
USC00183348,31,0,0,22,0,0,0,0,0
USC00183675,30,0,0,22,2,0,0,0,0
USC00183975,33,0,0,22,2,0,0.3,0,0
USC00184030,29,0,0,21,2,0,0.3,0,0
USC00185080,32,0,0,22,0,0,0,0,0
USC00185111,32,0,0,22,1,0,0,0,0
USC00185985,31,0,0,22,0,0,3.6,0,0
USC00186350,31,0,0,24,2,0,0,0,0
USC00186620,25,0,0,16,0,0,5.6,0,0
USC00186770,29,0,0,22,0,0,0,0,0
USC00187330,31,0,0,22,0,0,0,0,0
USC00187705,32,0,0,22,1,0,0,0,0
USC00187806,30,0,0,24,1,0,0,0,0
USC00188000,31,0,0,21,0,0,0,0,0
USC00188065,34,3,0,20,2,0,0.3,0,0
USC00188315,25,0,0,18,3,0,6.6,0,0
USC00188380,29,0,0,23,1,0,0,0,0
USC00188405,29,0,0,24,1,0,0,0,0
USC00188877,31,0,0,23,1,0,0,0,0
USC00189030,32,0,0,21,1,0,0,0,0
USC00189070,31,0,0,23,3,0,0,0,0
USC00189140,31,0,0,21,0,0,0,0,0
USC00189750,31,0,0,22,1,0,0,0,0
USC00190120,31,0,0,21,2,0,2.8,0,0
USC00190408,29,0,0,20,3,0,2.8,0,0
USC00190535,32,0,0,21,2,0,0.3,0,0
USC00190666,30,0,0,22,3,0,2.8,0,0
USC00190860,32,0,0,21,1,0,0,0,0
USC00190998,28,0,0,20,1,0,0.3,0,0
USC00192451,27,0,0,22,3,0,1.5,0,0
USC00192501,28,0,0,21,3,0,0.8,0,0
USC00193505,31,0,0,20,0,0,0,0,0
USC00193624,31,0,0,21,1,0,0.3,0,0
USC00193821,27,0,0,23,3,0,1,0,0
USC00193985,30,0,0,18,0,0,2.3,0,0
USC00194105,33,1,0,19,0,0,0,0,0
USC00194313,31,0,0,19,0,0,0.3,0,0
USC00194744,30,0,0,21,0,0,0,0,0
USC00195246,29,0,0,24,3,0,1,0,0
USC00196486,30,0,0,22,2,0,2,0,0
USC00196783,32,0,0,21,2,0,0.3,0,0
USC00196938,30,0,0,22,3,0,0.5,0,0
USC00198367,31,0,0,21,2,0,0.3,0,0
USC00198573,30,0,0,22,4,0,2.8,0,0
USC00199316,31,0,0,21,2,0,0,0,0
USC00200032,30,0,0,20,0,0,0,0,0
USC00200089,30,0,0,18,0,0,1,0,0
USC00200128,30,0,0,22,2,0,0,0,0
USC00200146,31,0,0,19,0,0,0,0,0
USC00200230,30,0,0,21,1,0,0,0,0
USC00200343,31,0,0,16,0,0,0,0,0
USC00200417,29,0,0,19,0,0,0,0,0
USC00200446,29,0,0,17,0,0,0,0,0
USC00200552,32,0,0,19,0,0,0,0,0
USC00200647,33,3,0,18,1,0,0.5,0,0
USC00200718,26,0,0,16,0,0,1.5,0,0
USC00200779,31,0,0,18,0,0,0,0,0
USC00200864,30,0,0,22,2,0,0,0,0
USC00201299,30,0,0,19,0,0,0,0,0
USC00201439,30,0,0,18,2,0,0,0,0
USC00201476,31,0,0,16,0,0,0,0,0
USC00201484,30,0,0,16,0,0,0,0,0
USC00201492,31,0,0,19,1,0,0,0,0
USC00201675,30,0,0,19,0,0,0,0,0
USC00202015,31,0,0,22,1,0,0,0,0
USC00202094,26,0,0,17,0,0,0,0,0
USC00202250,30,0,0,22,3,0,0,0,0
USC00202298,28,0,0,17,1,0,0,0,0
USC00202381,30,0,0,17,0,0,0,0,0
USC00202395,30,0,0,20,1,0,0,0,0
USC00202423,29,0,0,18,0,0,0,0,0
USC00202445,30,0,0,20,0,0,0,0,0
USC00202671,29,0,0,16,0,0,0,0,0
USC00202737,29,1,0,17,0,0,0,0,0
USC00202984,28,0,0,21,2,0,0,0,0
USC00203096,30,0,0,16,0,0,0,0,0
USC00203290,29,0,0,21,1,0,0,0,0
USC00203391,31,0,0,16,0,0,0,0,0
USC00203429,31,0,0,19,0,0,0,0,0
USC00203477,32,0,0,21,0,0,0,0,0
USC00203504,32,0,0,20,0,0,0,0,0
USC00203529,29,0,0,18,1,0,0,0,0
USC00203585,29,0,0,19,0,0,0,0,0
USC00203632,29,0,0,19,0,0,0,0,0
USC00203661,29,0,0,19,0,0,0,0,0
USC00203769,29,0,0,19,1,0,0,0,0
USC00203823,30,0,0,20,1,0,0,0,0
USC00203858,34,2,0,22,1,0,0,0,0
USC00203932,30,0,0,17,0,0,0,0,0
USC00204078,31,0,0,20,1,0,0,0,0
USC00204090,29,0,0,19,1,0,0,0,0
USC00204104,30,0,0,17,0,0,1.5,0,0
USC00204244,31,0,0,20,0,0,0,0,0
USC00204328,30,0,0,18,1,0,1,0,0
USC00204502,30,0,0,17,0,0,0,0,0
USC00204655,31,0,0,22,2,0,0,0,0
USC00204954,28,0,0,19,0,0,0,0,0
USC00204967,31,0,0,16,0,0,0,0,0
USC00205065,29,0,0,18,0,0,0,0,0
USC00205073,23,0,0,17,1,0,0,0,0
USC00205097,32,0,0,19,0,0,0,0,0
USC00205452,31,0,0,20,0,0,0,0,0
USC00205531,31,0,0,16,0,0,0,0,0
USC00205558,29,0,0,21,0,0,0,0,0
USC00205567,27,0,0,21,2,0,0,0,0
USC00205662,31,0,0,20,1,0,0,0,0
USC00205690,29,0,0,17,0,0,0,0,0
USC00205816,27,0,0,17,1,0,0,0,0
USC00206184,31,0,0,18,0,0,0,0,0
USC00206300,32,0,0,21,1,0,0,0,0
USC00206507,28,0,0,17,0,0,0,0,0
USC00206658,32,0,0,21,1,0,0,0,0
USC00206680,30,0,0,20,0,0,0,0,0
USC00207253,31,0,0,18,0,0,0,0,0
USC00207277,23,0,0,16,0,0,0,0,0
USC00207280,31,0,0,20,0,0,0,0,0
USC00207350,29,0,0,18,0,0,0,0,0
USC00207690,30,0,0,22,2,0,0,0,0
USC00207812,33,2,0,18,2,0,0.5,0,0
USC00207820,30,0,0,17,0,0,0,0,0
USC00207867,27,0,0,18,1,0,0,0,0
USC00208184,31,0,0,19,0,0,0,0,0
USC00208417,30,0,0,16,0,0,0,0,0
USC00208680,27,0,0,19,2,0,1,0,0
USC00208800,30,0,0,17,0,0,0,0,0
USC00208920,27,1,0,17,2,0,0,0,0
USC00210018,28,0,0,19,1,0,31.8,3,0
USC00210050,27,0,0,17,0,0,8.1,0,0
USC00210075,31,0,0,21,0,0,0.5,0,0
USC00210252,27,0,0,17,0,0,4.1,0,0
USC00210287,29,0,0,20,1,0,12.2,1,0
USC00210355,31,0,0,18,0,0,0,0,0
USC00210515,26,0,0,19,2,0,1,0,0
USC00210643,28,0,0,16,0,0,4.3,0,0
USC00210667,29,0,0,18,0,0,12.7,1,0
USC00210746,30,0,0,14,0,0,8.1,0,0
USC00211107,29,0,0,21,1,0,7.1,0,0
USC00211198,32,0,0,22,2,0,0,0,0
USC00211227,29,0,0,19,0,0,7.1,0,0
USC00211245,29,0,0,17,0,0,5.8,0,0
USC00211263,29,0,0,18,0,0,12.2,1,0
USC00211374,30,0,0,17,0,0,8.1,0,0
USC00211465,30,0,0,20,0,0,4.6,0,0
USC00211630,26,0,0,16,0,0,10.2,1,0
USC00211691,28,0,0,19,0,0,9.7,1,0
USC00211891,27,0,0,17,0,0,9.4,1,0
USC00212142,28,0,0,19,1,0,7.1,0,0
USC00212698,30,0,0,18,0,0,2,0,0
USC00212721,30,0,0,17,0,0,2,0,0
USC00212737,31,0,0,18,0,0,3,0,0
USC00212768,28,0,0,20,1,0,4.8,0,0
USC00212881,28,0,0,20,0,0,5.6,0,0
USC00212916,26,0,0,16,0,0,10.2,1,0
USC00213076,30,0,0,18,0,0,5.6,0,0
USC00213174,30,0,0,19,0,0,11.2,1,0
USC00213282,18,0,0,12,0,0,18,2,0
USC00213290,30,0,0,18,0,0,0,0,0
USC00213303,26,0,0,17,0,0,9.7,1,0
USC00213411,29,0,0,17,0,0,10.2,1,0
USC00213455,26,0,0,16,0,0,4.1,0,0
USC00213793,29,0,0,18,0,0,9.7,1,0
USC00213962,30,0,0,20,0,0,8.6,0,0
USC00214106,28,0,0,19,2,0,37.1,3,0
USC00214176,31,0,0,20,1,0,4.1,0,0
USC00214546,31,0,0,17,0,0,10.2,0,0
USC00214652,27,0,0,15,0,0,9.1,0,0
USC00214778,29,0,0,21,1,0,9.7,0,0
USC00214793,28,0,0,18,0,0,8.6,1,0
USC00214861,27,0,0,18,0,0,8.6,1,0
USC00214937,29,0,0,18,0,0,2.5,0,0
USC00214994,29,0,0,17,0,0,12.7,1,0
USC00215012,26,0,0,16,0,0,10.2,1,0
USC00215204,32,0,0,20,0,0,10.2,1,0
USC00215325,29,0,0,18,0,0,10.2,1,0
USC00215392,28,0,0,19,0,0,8.6,0,0
USC00215400,30,0,0,20,1,0,13.7,1,0
USC00215563,30,0,0,19,0,0,13.2,1,0
USC00215598,27,0,0,16,0,0,10.2,1,0
USC00215615,28,0,0,17,0,0,6.6,0,0
USC00215638,29,0,0,19,0,0,11.7,1,0
USC00215842,29,0,0,20,0,0,11.2,1,0
USC00215887,31,0,0,21,0,0,6.6,0,0
USC00216547,27,0,0,16,0,0,10.2,1,0
USC00216565,30,0,0,18,0,0,5.1,0,0
USC00216612,27,0,0,17,0,0,8.6,0,0
USC00216654,28,0,0,19,0,0,0,0,0
USC00216787,25,0,0,16,0,0,9.1,0,0
USC00216795,29,0,0,17,0,0,4.6,0,0
USC00217087,27,0,0,17,0,0,3.6,0,0
USC00217107,29,0,0,19,0,0,3,0,0
USC00217377,29,0,0,20,0,0,3.6,0,0
USC00217405,30,0,0,19,0,0,3,0,0
USC00217460,28,0,0,16,0,0,10.2,1,0
USC00217907,31,0,0,17,0,0,10.2,1,0
USC00218025,29,0,0,21,1,0,8.6,0,0
USC00218311,29,0,0,17,1,0,10.9,0,0
USC00218323,31,0,0,19,0,0,8.6,1,0
USC00218419,25,0,0,16,1,0,9.7,0,0
USC00218579,27,0,0,17,0,0,5.1,0,0
USC00218618,27,0,0,15,0,0,9.1,0,0
USC00218679,26,0,0,17,0,0,2.8,0,0
USC00218692,29,0,0,20,0,0,2.5,0,0
USC00218907,29,0,0,20,1,0,12.2,1,0
USC00219004,30,0,0,21,1,0,12.2,1,0
USC00219033,30,0,0,19,0,0,3,0,0
USC00219046,31,0,0,18,0,0,3,0,0
USC00219059,28,0,0,17,0,0,8.6,0,0
USC00219067,30,0,0,21,0,0,0,0,0
USC00219101,29,0,0,17,0,0,10.9,1,0
USC00219249,30,0,0,17,0,0,1.5,0,0
USC00220021,31,0,0,22,0,0,1.3,0,0
USC00220488,32,0,0,22,0,0,0.3,0,0
USC00220523,31,0,0,21,0,0,3.6,0,0
USC00220660,32,0,0,22,0,0,0,0,0
USC00220792,30,0,0,24,0,0,0.3,0,0
USC00220955,32,0,0,22,0,0,0.8,0,0
USC00221094,31,0,0,21,0,0,3.6,0,0
USC00221314,32,0,0,22,0,0,0.3,0,0
USC00221389,34,0,0,23,0,0,1.3,0,0
USC00221489,32,0,0,22,0,0,2.3,0,0
USC00221606,33,0,0,20,0,0,0,0,0
USC00221707,32,0,0,23,0,0,0,0,0
USC00221738,36,0,0,22,0,0,0,0,0
USC00221852,31,0,0,22,0,0,3,0,0
USC00221865,31,0,1,22,0,0,5.1,0,0
USC00221962,31,0,0,22,0,0,0.3,0,0
USC00222094,32,0,0,22,0,0,2.8,0,0
USC00222385,32,0,0,21,0,0,3,0,0
USC00222896,31,0,0,21,0,0,1.3,0,0
USC00223107,32,0,0,21,0,0,3,0,0
USC00223208,32,0,0,23,1,0,0.8,0,0
USC00223605,33,0,0,23,0,0,0,0,0
USC00223645,33,0,0,20,0,0,0,0,0
USC00223671,30,0,1,24,0,0,0,0,0
USC00223887,31,0,0,22,0,0,3,0,0
USC00223975,32,0,0,22,0,0,0.3,0,0
USC00224001,32,0,0,22,0,0,0.3,0,0
USC00224265,34,0,0,22,0,0,0.5,0,0
USC00224377,32,0,0,22,0,0,0.3,0,0
USC00224702,32,0,0,22,0,0,2,0,0
USC00224776,33,0,0,22,0,0,0,0,0
USC00224939,31,0,0,21,0,0,4.1,0,0
USC00225062,34,0,0,21,0,0,0.8,0,0
USC00225070,33,0,0,21,0,0,3,0,0
USC00225247,31,0,0,21,0,0,1.3,0,0
USC00225789,32,0,0,22,0,0,3,0,0
USC00225987,32,0,0,20,0,0,3.3,0,0
USC00226009,33,0,0,22,0,0,0,0,0
USC00226177,31,0,0,21,0,0,0.8,0,0
USC00226308,31,0,0,21,0,0,2.5,0,0
USC00226562,33,0,0,23,0,0,0.8,0,0
USC00226718,30,0,0,22,0,0,0.5,0,0
USC00226894,32,0,0,22,0,0,2,0,0
USC00226921,32,0,0,23,0,0,2.5,0,0
USC00226926,34,0,0,21,0,0,0.8,0,0
USC00227111,31,0,0,22,0,0,0.8,0,0
USC00227128,31,0,0,22,0,0,1,0,0
USC00227132,34,0,0,23,1,0,1.5,0,0
USC00227252,31,0,0,21,0,0,2.5,0,0
USC00227444,31,0,0,22,1,0,3,0,0
USC00227467,31,0,0,21,0,0,0.3,0,0
USC00227840,30,0,1,24,2,0,0,0,0
USC00228374,31,0,0,21,0,0,1.3,0,0
USC00228445,33,0,0,23,0,0,0,0,0
USC00228998,32,0,0,22,0,0,0.3,0,0
USC00229048,34,0,0,22,0,0,4.6,0,0
USC00229079,32,0,0,22,0,0,0.3,0,0
USC00229400,33,0,0,20,0,0,0,0,0
USC00229439,31,0,0,21,0,0,3,0,0
USC00229639,31,0,1,22,0,0,1,0,0
USC00229743,33,0,0,22,1,0,0,0,0
USC00229793,31,0,0,21,0,0,0.8,0,0
USC00229860,32,0,0,23,0,0,0.5,0,0
USC00230051,30,0,0,19,0,0,0,0,0
USC00230143,33,0,0,19,0,0,0,0,0
USC00230164,32,0,0,20,0,0,0,0,0
USC00230204,32,0,0,21,0,0,0.5,0,0
USC00230224,32,0,0,20,0,0,1.3,0,0
USC00230608,30,0,0,19,0,0,0,0,0
USC00230789,30,0,0,20,0,0,0,0,0
USC00230817,30,0,0,20,0,0,0,0,0
USC00230980,31,0,0,19,0,0,0,0,0
USC00231037,30,0,0,19,0,0,0,0,0
USC00231145,32,0,0,21,0,0,0.5,0,0
USC00231212,31,0,0,22,0,0,0,0,0
USC00231275,33,0,0,20,0,0,0,0,0
USC00231340,30,0,0,20,0,0,0,0,0
USC00231356,31,0,0,19,0,0,0,0,0
USC00231364,31,0,0,23,0,0,0,0,0
USC00231383,36,1,0,17,0,0,0,0,0
USC00231540,34,0,0,23,0,0,0.5,0,0
USC00231674,33,0,0,19,0,0,2.5,0,0
USC00231711,31,0,0,21,0,0,0.5,0,0
USC00231822,30,0,0,20,0,0,0,0,0
USC00232289,31,0,0,21,0,0,3,0,0
USC00232503,32,0,0,18,0,0,0,0,0
USC00232591,30,0,0,21,0,0,1.8,0,0
USC00232809,30,0,0,22,1,0,1.5,0,0
USC00233079,32,0,0,20,0,0,0,0,0
USC00233369,30,0,0,19,0,0,0,0,0
USC00233451,33,0,0,19,0,0,2.5,0,0
USC00233568,33,0,0,19,0,0,0,0,0
USC00233601,32,0,0,22,0,0,0.3,0,0
USC00234019,31,0,0,19,0,0,0,0,0
USC00234226,33,0,0,21,0,0,0.8,0,0
USC00234271,32,0,0,20,0,0,0,0,0
USC00234417,32,0,0,22,0,0,0.3,0,0
USC00234544,30,0,0,19,0,0,0,0,0
USC00234694,31,0,0,22,0,0,0,0,0
USC00234705,33,0,0,21,0,0,0,0,0
USC00234825,30,0,0,22,0,0,0,0,0
USC00234904,30,0,0,20,0,0,0,0,0
USC00234919,31,0,0,19,0,0,0,0,0
USC00235027,31,0,0,21,0,0,0,0,0
USC00235253,30,0,0,21,0,0,1.8,0,0
USC00235307,31,0,0,21,0,0,0,0,0
USC00235340,29,0,0,17,0,0,0,0,0
USC00235492,29,0,0,19,0,0,0,0,0
USC00235541,32,0,0,22,0,0,0.3,0,0
USC00235671,30,0,0,21,0,0,0,0,0
USC00235708,31,0,0,20,0,0,0,0,0
USC00235834,30,0,0,19,0,0,0,0,0
USC00235862,31,0,0,19,0,0,0,0,0
USC00235976,32,0,0,21,0,0,0,0,0
USC00235987,31,0,0,20,0,0,0,0,0
USC00236012,30,0,0,20,0,0,0,0,0
USC00236357,30,0,0,19,0,0,0,0,0
USC00236402,31,0,0,21,0,0,0.5,0,0
USC00236460,34,0,0,17,0,0,0,0,0
USC00236791,31,0,0,21,0,0,4.3,0,0
USC00236866,29,0,0,19,0,0,0,0,0
USC00237263,32,0,0,19,0,0,0,0,0
USC00237397,33,0,0,21,0,0,1.5,0,0
USC00237506,31,0,0,19,0,0,0,0,0
USC00237514,30,0,0,21,0,0,0,0,0
USC00237578,34,0,0,24,1,0,0,0,0
USC00237632,31,0,0,21,0,0,0,0,0
USC00237645,36,1,0,17,0,0,0,0,0
USC00237720,31,0,0,20,0,0,0,0,0
USC00237772,34,0,0,22,0,0,1,0,0
USC00238051,31,0,0,20,0,0,0,0,0
USC00238223,31,0,0,20,0,0,0.5,0,0
USC00238444,30,0,0,19,0,0,0,0,0
USC00238515,33,0,0,19,0,0,1.3,0,0
USC00238523,29,0,0,19,0,0,0,0,0
USC00238577,32,0,0,20,0,0,0.5,0,0
USC00238603,32,0,0,18,0,0,0,0,0
USC00238700,31,0,0,21,0,0,4.3,0,0
USC00238712,30,0,0,19,0,0,0.5,0,0
USC00238725,33,0,0,19,0,0,1.5,0,0
USC00238754,32,0,0,18,0,0,0,0,0
